Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
2833,CORPORACION UNIVERSITARIA REMINGTON,811005425-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,"Calle 51  51-27, Edificio Coltabaco, Torre 1",5111000,RESOLUCION 2661 MINISTERIO DE EDUCACION NACIONAL,06/21/1996 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.remington.edu.co
2834,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Av Ciudad de Cali No 11B-95,4193200,RESOLUCION 6651 MINISTERIO DE EDUCACION NACIONAL.,12/26/1996 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniagustiniana.edu.co
2836,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,819003405,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Carrera 50  79 - 155,4242226,RESOLUCION 3062 MINISTERIO DE EDUCACION NACIONAL.,12/02/1999 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cunivemsa.edu.co
2837,CORPORACION UNIVERSITARIA REPUBLICANA,830.065.186-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 7  19-38,2862384,RESOLUCION 3061 MINISTERIO DE EDUCACION NACIONAL.,12/02/1999 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.urepublicana.edu.co
2838,CORPORACION COLEGIATURA COLOMBIANA,811.024.158,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Km 7. V�a Las Palmas,3547120,RESOLUCION 1989 MINISTERIO DE EDUCACION NACIONAL.,07/11/2000 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.colegiatura.edu.co
2840,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,no disponible,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,63,QUINDIO,63001,ARMENIA,Avenida Bolivar #1-189,7450025,RESOLUCION 439 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uempresarial@cue.edu.co
2841,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,800.116.217 - 2,SECCIONAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5088,BELLO,Carrera 45   22 D - 25,4623131,RESOLUCION 1634 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniminuto.edu
2842,CORPORACION UNIVERSITARIA REFORMADA - CUR -,802017254-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Carrera 38 74-179,3680130,RESOLUCION 1021 MINISTERIO DE EDUCACION NACIONAL,05/14/2002 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unireformada.edu.co
2847,CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,890.212.433-5,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,Calle 9  23-55,6352525,RESOLUCION 22195 MINISTERIO DE EDUCACION NACIONAL.,12/20/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.udi.edu.co
2848,CORPORACION UNIVERSITARIA  UNITEC,860.510.627-6,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 76   12-58,5939393,RESOLUCION 2012 MINISTERIO DE EDUCACION NACIONAL.,03/02/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unitec.edu.co
2849,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,891.501.766,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,19,CAUCA,19001,POPAYAN,Calle 5  3-85,8213000,RESOLUCION 13002 MINISTERIO DE EDUCACION NACIONAL,08/30/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniautonoma.edu.co
2850,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,823.004.609 D.V.9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,70,SUCRE,70001,SINCELEJO,Carrera 21 25-59 La Mar�a,2812282,RESOLUCION 2302 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corposucre.edu.co
2901,ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO,800131292,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 8a No. 101-33,6017515,NO INFORMA 020 Ministerio de Defensa,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esici.edu.co
2902,ESCUELA DE LOGISTICA,800131180,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,"Calle 11 Sur  10-50 Este, San Crist�bal",3370207,NO INFORMA 015 Ministerio de Defensa,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
2903,ESCUELA DE COMUNICACIONES,800131179,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,25,CUNDINAMARCA,25269,FACATATIVA,Barrio  Dos  Caminos,8422655,LEY 30 Congreso de Colombia,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.escom.mil.co
2904,ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO,830002634-1,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 11 102-50,6204066,DECRETO 453 Presidencia de la Rep�iblica,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esdegue.mil.co
2905,CENTRO DE EDUCACION MILITAR - CEMIL,830028487,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 102 7-80,6208549,NO INFORMA 10 Comando del Ej�rcito Nacional,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cemil.mil.co
2906,ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC,830.030.378 - 8,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,"Carrera 11 102 - 50 Edificio ESDEGUE, Of.412",6204066,RESOLUCION 1906 Ministerio de Educacion Nacional,08/05/2002 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ima.edu.co
3102,INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-,890.501.578,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNOLOGICA,54,NORTE DE SANTANDER,54518,PAMPLONA,Calle  8   No.8-155,682597,DECRETO 2365 Gobierno Nacional.,09/18/1956 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iser.edu.co
3103,COLEGIO MAYOR DE BOLIVAR,890.480.054-5,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,Calle de la Factor�a  35-95,6644060,LEY 48 Congreso,12/17/1945 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.colmayorbolivar.edu.co
3104,COLEGIO MAYOR DEL CAUCA,891500759-1,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,19,CAUCA,19001,POPAYAN,"Cra.5#5-40 (SEDE PPAL), Calle 3#6-42 (CASA OB",8241109,NO INFORMA 524 Ministerio de Educacion Nacional,12/15/1966 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.colmayorcauca.edu.co
3107,INSTITUCI�N UNIVERSITARIA PASCUAL BRAVO,890.980.153,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 73 No. 73A-226,4480520,DECRETO 108 Gobierno Nacional,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.pascualbravo.edu.co
3114,ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA,NO INFORMA,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,V�a 40 Calle 58,3444410,NO INFORMA 0743 Ministerio de Defensa,12/28/1992 12:00:00 AM,SI,04/30/2013 12:00:00 AM,4826,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.armada.mil.co
3115,INSTITUTO TECNOLOGICO DEL PUTUMAYO,800.247.940-1,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNOLOGICA,86,PUTUMAYO,86001,MOCOA,Barrio la Esmeralda aire libre,4296105,LEY 65 Congreso de la Republica.,12/11/1989 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itp.edu.co
3116,INSTITUTO TECNOLOGICO DEL PUTUMAYO,800.247.940-1,SECCIONAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNOLOGICA,86,PUTUMAYO,86749,SIBUNDOY,Via Canal C Granja Versalles,4296105,LEY 65 Congreso de la Republica.,12/11/1989 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itp.edu.co
3117,INSTITUCI�N UNIVERSITARIA ITSA,802.011.065,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,"Cra 45 N�48-31 Barrio El Carmen, Barranquilla",3112370,LEY 391 Congreso de la Republica.,07/23/1997 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itsa.edu.co
3201,UNIDADES TECNOLOGICAS DE SANTANDER,890.208.727,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNOLOGICA,68,SANTANDER,68001,BUCARAMANGA,Calle de los Estudiantes No.9 - 82,6413000,ORDENANZA 90 Asamblea Departamental de Santander,12/23/1963 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uts.edu.co
3204,TECNOLOGICO DE ANTIOQUIA,890905419-6,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 78B  72A-220,4443700,DECRETO 262 Gobierno Departamental de Antioquia,02/28/1979 12:00:00 AM,SI,08/22/2016 12:00:00 AM,16890,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tdea.edu.co
3301,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,805.000.889-0,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Av. 6�  28N-102 Barrio San Vicente,6882828,ACUERDO 29 Concejo Municipal de Cali.,12/21/1993 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniaj.edu.co
3302,INSTITUTO TECNOLOGICO METROPOLITANO,800214750-7,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 73 NO. 76A-354 V�a al Volador,4405100,ACUERDO 42 Concejo Municipal,,SI,03/14/2014 12:00:00 AM,3499,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itm.edu.co
3303,ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO,811.042.967-9,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5266,ENVIGADO,Calle 39 Sur  39 - 08,3330381,ACUERDO 38 Honorable Consejo Superior de Envigado.,09/25/2003 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ladebora.edu.co
3702,FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 14   80 - 35,6913862,RESOLUCION 6845 MINISTERIO DE EDUCACION NACIONAL.,08/27/1976 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.faba.edu.co
3703,FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 50   40-39,2161700,RESOLUCION 126 GOBIERNO DEPARTAMENTAL DE ANTIOQUIA,09/16/1970 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.escolme.edu.co
3705,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA,890.481.183-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,Carrera 44 D  30 A-91,6723700,RESOLUCION 9299 MINISTERIO DE EDUCACION NACIONAL,09/19/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnologicocomfenalco.edu.co
3706,FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES -F.C.E.C.E.P.,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Calle 9B  29A-67 Champag?at,6842424,RESOLUCION 11967 MINISTERIO DE EDUCACION NACIONAL.,08/21/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cecep.edu.co
3710,FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR,890.481.264,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,Calle del Cuartel 36-54,6600671,RESOLUCION 322 MINISTERIO DE EDUCACION NACIONAL.,01/23/1985 12:00:00 AM,SI,12/10/2019 12:00:00 AM,13660,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnar.edu.co
3819,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO,800.003.963-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 42  16-86,4856565,RESOLUCION 1048 MINISTERIO DE EDUCACION NACIONAL,02/16/1987 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.teinco.edu.co
3712,FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-,86.040.457,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,"Calle 61  11-09 , sede Carrera 18  38-19",3472927,RESOLUCION 4124 MINISTERIO DE EDUCACION NACIONAL,04/24/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cidca.edu.co.
3713,FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU,860.504.360,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida 39  15-58,3323500,RESOLUCION 16971 MINISTERIO DE EDUCACION NACIONAL,10/09/1981 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.inpahu.edu.co
3715,FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO,800.147.711-2,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Avenida 3 Norte 44-100 Barrio La Merced,6656575,RESOLUCION 10436 MINISTERIO DE EDUCACION NACIONAL.,04/10/1991 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnologicadelpacifico.edu.co
3716,TECNOLOGICA FITEC,800.189.702-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,68,SANTANDER,68001,BUCARAMANGA,Calle 58 32-16 Barrio Conucos,6431301,RESOLUCION 5 MINISTERIO DE EDUCACION NACIONAL.,01/03/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fitec.edu.co
3718,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,800.235.151-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,54,NORTE DE SANTANDER,54001,CUCUTA,AV 4  No. 15-38 La Playa,5831383,RESOLUCION 4172 MINISTERIO DE EDUCACION NACIONAL.,08/25/1993 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fesc.edu.co
3719,INSTITUCION UNIVERSITARIA LATINA - UNILATINA,860516428-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 46 No. 3-05,5737488,RESOLUCION 8530 MINISTERIO DE EDUCACION NACIONAL.,06/06/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unilatina.edu.co
3720,FUNDACION UNIVERSITARIA ESUMER,890981796-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 76  80-126 Carretera al Mar,2646011,RESOLUCION 2389 MINISTERIO DE EDUCACION NACIONAL,05/12/1975 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esumer.edu.co
3724,FUNDACION TECNOLOGICA DE MADRID,832.005.942-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,25,CUNDINAMARCA,25430,MADRID,Sede Administrativa:  Carrera 17 36-32 Bogot�,7027455,RESOLUCION 1833 MINISTERIO DE EDUCACION NACIONAL.,08/21/2001 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ftm.edu.co
3725,FUNDACION TECNOLOGICA ALBERTO MERANI,900019885-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 10 No.23-32,7426477,RESOLUCION 1327 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnologicafusfa.edu.co
3801,CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE,891.401.313-4,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76147,CARTAGO,Calle 10  3-95,2111804,RESOLUCION 3712 GOBIERNO DEPARTAMENTAL DEL VALLE,09/21/1971 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cotecnova.edu.co
3802,CENTRO EDUCACIONAL DE COMPUTOS Y SISTEMAS-CEDESISTEMAS-,No Informa,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Cra 43 No. 54-44,2168222,RESOLUCION 12571 MINISTERIO DE EDUCACION NACIONAL.,12/20/1976 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cedesistemas.edu.co
3803,CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Calle 14 Norte  8N -35 Barrio Granada,6671111,RESOLUCION 7464 MINISTERIO DE EDUCACION NACIONAL.,06/12/1978 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,wwww.cecs.edu.co
3806,CORPORACION ESCUELA SUPERIOR DE ADMINISTRACION Y ESTUDIOS TECNOLOGICOS- EAE,890309555-3,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Avenida 6N No. 23DN-16 Barrio Versalles,6679911,RESOLUCION 4158 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.eae.edu.co
3807,ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,890.981.721-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Carrera 80B No. 32EE-61,4445016,RESOLUCION 3745 MINISTERIO DE EDUCACION NACIONAL.,06/25/1975 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.etdea.edu.co
3808,CORPORACION TECNOLOGICA DE BOGOTA - CTB -,860.404.351-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 21 53D-35,3483061,RESOLUCION 6271 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ctb.edu.co
3809,INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-,860.032.286-7,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Diagonal 182 No. 20-17 Interior 6 Of. 521,6167243,RESOLUCION 1667 MINISTERIO DE JUSTICIA,06/15/1971 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.icsef.edu.co
3810,CORPORACION EDUCATIVA -ITAE-,890.203.706-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,68,SANTANDER,68001,BUCARAMANGA,Calle de los Estudiantes  10-20 Ciudadela,6445323,RESOLUCION 41 GOBIERNO DEPARTAMENTAL DE SANTANDER.,03/08/1972 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itae.edu.co
3811,CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION,890.704.562-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,73,TOLIMA,73349,HONDA,Calle 10 #29-93/33 Barrio El Reposo,2513266,RESOLUCION 9702 MINISTERIO DE EDUCACION NACIONAL,07/08/1981 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.coreducacion.edu.co
3812,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5088,BELLO,Calle 48  50-30,4500040,RESOLUCION 5060 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.pmfs.edu.co
3817,CORPORACION UNIVERSITARIA AUTONOMA DE NARI�O -AUNAR-,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,52,NARINIO,52001,PASTO,Calle 19  27-80,232452,RESOLUCION 1054 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.aunar.edu.co
3820,CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA -ATEC-,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Carrera 42  47-82 Centro,2171005,RESOLUCION 13298 MINISTERIO DE EDUCACION NACIONAL,10/24/1986 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.atec.edu.co
3821,CORPORACION POLITECNICO DE LA COSTA ATLANTICA,800.036.652-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Cra. 38 No. 79A-167 Claustro de Santa Bernardita,3361800,RESOLUCION 5814 MINISTERIO DE EDUCACION NACIONAL,05/24/1988 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.pca.edu.co
